ID,Artists,Streams
659,"Alvaro Diaz, Rauw Alejandro",47746154
660,"Mora, Sech",47405629
661,"Felipe Araújo, Ferrugem",47230623
662,"347aidan, Sleepy Hallow",47177916
663,"Ice Spice, Nicki Minaj",46524036
664,"Ariana Grande, Victoria Monét",46405357
665,"Ariana Grande, Cashmere Cat",46234457
666,"Andrelli, Hearts & Colors",46223688
667,"BLACKPINK, Cardi B",46207504
668,"Ed Sheeran, Stormzy",46178468
669,"Justin Quiles, Zion & Lennox",46023895
670,"Kendrick Lamar, U2",45685938
671,"Juice WRLD, Justin Bieber",45629297
672,"Coi Leray, Metro Boomin",45171622
673,"Diplo, Jonas Brothers",45140347
674,"Chino & Nacho, Daddy Yankee",44741169
675,"Ed Sheeran, Fireboy DML",44442177
676,"Earth, Wind & Fire",44376340
677,"Camilo, Mau y Ricky",43765860
678,"Kygo, Tina Turner",43717925
679,"Bad Bunny, Bryant Myers",43507629
680,"Luis Fonsi, Stefflon Don",43498385
681,"Cris Mj, FloyyMenor",43455025
682,"ATR Son Son, Rod Wave",43402897
683,"J Balvin, Rauw Alejandro",43245823
684,"Demi Lovato, Marshmello",42936826
685,"DJ 900, Mc Pedrinho",42900485
686,"Ariana Grande, Future",42879301
687,"Big Sean, Jack Harlow",42869923
688,"Ariana Grande, Demi Lovato",42759343
689,"Shawn Mendes, Taylor Swift",42669291
690,"Tony Igy, Vicetone",42438485
691,"Juice WRLD, Ski Mask The Slump God",42388659
692,"Lil Baby, Money Man",42388027
693,"Calvin Harris, The Weeknd",41521444
694,"Fuerza Regida, Peso Pluma",41365521
695,"Bad Bunny, Residente",41272852
696,"Doja Cat, Tyga",40963691
697,"Grupo Frontera, Grupo Marca Registrada",40862816
698,"Ed Sheeran, Yebba",40819170
699,"Marcynho Sensação, Zé Felipe",40779153
700,"Coldplay, Seeb",40771798
701,"Hailee Steinfeld, mgk",40722790
702,"J. Cole, j-hope",40472260
703,"Lil Wayne, XXXTENTACION",40294309
704,"Christian Nodal, Peso Pluma",40277841
705,"BTS, Megan Thee Stallion",40204335
706,"Daddy Yankee, Sech",40127672
707,"Bad Bunny, Yaviah",40099532
708,"Eminem, Jessie Reyez",40078817
709,"21 Savage, Doja Cat",40076930
710,"Bhupinder Babbal, Manan Bhardwaj",40060300
711,"HAIM, Taylor Swift",39763555
712,"Khalid, Swae Lee",39220991
713,"Bizarrap, Duki",39175934
714,"Alan Walker, Sophia Somajo",39114062
715,"Cali Y El Dandee, Shaggy",39028544
716,"Abhijay Sharma, Riar Saab",39022272
717,"Hugh Jackman, Zac Efron",38973245
718,"A Boogie Wit da Hoodie, Khalid",38937459
719,"NOTD, Stanaj",38669233
720,"Doğu Swag, Semicenk",38477520
721,"Chino Pacas, Fuerza Regida",38442524
722,"LE SSERAFIM, Nile Rodgers",38401023
723,"Lil Uzi Vert, WanMor",38344473
724,"Enrique Iglesias, Wisin",37884639
725,"Mike Perry, shy martin",37831593
726,"Charli XCX, Troye Sivan",37581668
727,"Lil Wayne, Swizz Beatz",37498108
728,"Lenny Tavárez, Paulo Londra",37459400
729,"HA SUNG WOON, Jimin",37311739
730,"Marcynho Sensação, Tarcísio do Acordeon",37050141
731,"The Chainsmokers, XYLØ",36913732
732,"Lil Durk, Morgan Wallen",36445292
733,"Matuê, Rich The Kid",36036913
734,"Ozuna, Tiago PZK",35935335
735,"Drake, Playboi Carti",35521891
736,"Joyner Lucas, Logic",35511203
737,"Drake, Gucci Mane",35392610
738,"Post Malone, SZA",35310154
739,"Don Toliver, Justin Bieber",35262377
740,"Lil Uzi Vert, StaySolidRocky",35108209
741,"Future, Lil Uzi Vert",35032094
742,"Shawn Hook, Vanessa Hudgens",35006351
743,"Louis The Child, Wafia",34962122
744,"Dakota, Jonas Blue",34652363
745,"Kiiara, Linkin Park",34393840
746,"Calle 24, Chino Pacas",34237729
747,"Juice WRLD, Young Thug",34161919
748,"Drake, J Hus",34063321
749,"RM, Youjeen",33983646
750,"Bomba Estéreo, Tainy",33962746
751,"Fuerza Regida, Shakira",33719571
752,"DaBaby, Lil Nas X",33601943
753,"Anitta, Matheus & Kauan",33546799
754,"Felix Snow, Kiiara",33181546
755,"Kendrick Lamar, Kodak Black",33174710
756,"Diplo, Morgan Wallen",33003595
757,"Galantis, Hook N Sling",32721533
758,"Metro Boomin, Travis Scott",32618835
759,"Drake, Young Thug",32513628
760,"Jon Bellion, Vice",32511206
761,"Henning May, Juju",32451920
762,"Calvin Harris, benny blanco",32340464
763,"Teezo Touchdown, Travis Scott",32312273
764,"JAY-Z, Rihanna",31461888
765,"Kendrick Lamar, Sampha",31352437
766,"BoyWithUke, blackbear",31292493
767,"Bad Bunny, Luar La L",31249185
768,"Justin Bieber, Kehlani",31030805
769,"Bing Crosby, The Andrews Sisters",30960433
770,"Michael Bublé, The Puppini Sisters",30940928
771,"Cardi B, Ozuna",30896481
772,"Migos, Post Malone",30880964
773,"Axwell /\ Ingrosso, Kid Ink",30863304
774,"Billie Eilish, ROSALÍA",30671166
775,"Bad Bunny, Nicky Jam",30662441
776,"Kygo, The Chainsmokers",30603236
777,"Cardi B, Migos",30544335
778,"J. Cole, kiLL edward",30382183
779,"Dean Lewis, Martin Garrix",30169252
780,"Drake, Headie One",30139122
781,"Kendrick Lamar, Travis Scott",30031121
782,"MC Mari, Zé Felipe",29943448
783,"Bipolar Sunshine, DJ Snake",29887071
784,"Chelsea Cutler, Kygo",29733764
785,"Lil Uzi Vert, Nicki Minaj",29715188
786,"Becky G, Maria Becerra",29560090
787,"Dalex, Lenny Tavárez",29555545
788,"Beyoncé, Kendrick Lamar",29541988
789,"Ariana Grande, Troye Sivan",29514382
790,"Hallie Coggins, Rosa Walton",29492607
791,"Drake, Sampha",29491962
792,"Shawn Mendes, Zedd",29285712
793,"Post Malone, Tyla Yaweh",29235093
794,"Bebe Rexha, Ty Dolla $ign",29133382
795,"Anirudh Ravichander, Super Subu",29086220
796,"DJ Robin, Schürze",28748438
797,"BTS, Sia",28748134
798,"J Balvin, Khalid",28536016
799,"The War And Treaty, Zach Bryan",28348774
800,"Lil Wayne, Travis Scott",28241975
801,"Quevedo, SAIKO",28171042
802,"Bizarrap, Residente",28113655
803,"Michael Bublé, Shania Twain",28105034
804,"Eladio Carrion, Myke Towers",28075943
805,"NAV, Travis Scott",27977667
806,"Coldplay, Selena Gomez",27786158
807,"Lil Wayne, Polo G",27769728
808,"Miley Cyrus, The Kid LAROI",27573502
809,"Bebe Rexha, G-Eazy",27541035
810,"João Gomes, Vitor Fernandes",27387336
811,"Farruko, Ky-Mani Marley",27259259
812,"DJ Khaled, SZA",27119360
813,"Becky Hill, David Guetta",27080821
814,"Bas, J. Cole",26819144
815,"Kygo, Valerie Broussard",26692731
816,"KAROL G, Quevedo",26674770
817,"MC Rick, MC Zaquin",26672289
818,"Macklemore, Why Don't We",26536605
819,"Drake, Smiley",26529314
820,"Big Sean, Eminem",26439946
821,"Lil Yachty, Trippie Redd",26007221
822,"Chance the Rapper, Knox Fortune",25689612
823,"Idina Menzel, Michael Bublé",25564107
824,"Julia Michaels, Shawn Mendes",25501850
825,"Cardi B, SZA",25469350
826,"Feid, Nicky Jam",25378032
827,"Emilia, TINI",25317993
828,"Gucci Mane, The Weeknd",25314180
829,"Bad Bunny, YOVNGCHIMI",25261380
830,"DaBaby, Trippie Redd",25239836
831,"A$AP Rocky, Mura Masa",25116893
832,"Ice Spice, Taylor Swift",25108761
833,"CKay, ElGrandeToto",25054362
834,"IU, SUGA",25022226
835,"Cash Cash, Conor Maynard",24963585
836,"CORPSE, Savage Ga$p",24898410
837,"Elley Duhé, Gryffin",24835125
838,"Kendrick Lamar, Taylour Paige",24404300
839,"Burna Boy, Sam Smith",24282141
840,"Don Toliver, SZA",24158526
841,"Camila Cabello, Pharrell Williams",24065116
842,"Drake, Swae Lee",24055735
843,"Beyoncé, Travis Scott",24035983
844,"5 Seconds of Summer, Julia Michaels",23990532
845,"Maren Morris, Taylor Swift",23926807
846,"Eminem, Skylar Grey",23788165
847,"Charlie Puth, G-Eazy",23639168
848,"Zay Hilfigerrr, Zayion McCall",23632275
849,"Chris Brown, Tory Lanez",23613606
850,"MC Xenon, Os Gemeos da Putaria",23586872
851,"NAV, The Weeknd",23498664
852,"Russ Millions, Tion Wayne",23453370
853,"Lil Baby, Nicki Minaj",23432155
854,"Loredana, Mozzik",23397654
855,"Bizarrap, Eladio Carrion",23397507
856,"Ed Sheeran, J Balvin",23382361
857,"Marcynho Sensação, Mari Fernandez",23358768
858,"Lil Yachty, Macklemore",23303471
859,"Cheat Codes, Kris Kross Amsterdam",23075830
860,"Tom Gregory, VIZE",23065836
861,"Gente De Zona, Jennifer Lopez",23039700
862,"Bebe Rexha, Lil Wayne",22748615
863,"Phoebe Bridgers, Taylor Swift",22729805
864,"Octavian, Skepta",22703419
865,"Drake, Kid Cudi",22579863
866,"BTS, Nicki Minaj",22192073
867,"Gradur, Heuss L'enfoiré",22103929
868,"Clara Mae, KREAM",22089401
869,"Capital Bra, Juju",22016631
870,"Drake, Tems",21968668
871,"Phoebe Bridgers, SZA",21928028
872,"Dagny, Seeb",21901856
873,"MAX, SUGA",21839243
874,"Drake, Nicki Minaj",21719584
875,"B Praak, Jaani",21719218
876,"Gunna, Roddy Ricch",21514922
877,"Hugh Jackman, The Greatest Showman Ensemble",21449155
878,"Anuel AA, Enrique Iglesias",21440723
879,"DJ Snake, Jung Kook",21394851
880,"21 Savage, Bazzi",21364614
881,"John Legend, Metro Boomin",21226647
882,"Selena Gomez, Trevor Daniel",21178417
883,"Eminem, Young M.A",21167554
884,"Flume, kai",21130298
885,"Juice WRLD, benny blanco",21127458
886,"C. Tangana, NATHY PELUSO",21070934
887,"Bad Bunny, Zion & Lennox",21070900
888,"Galantis, OneRepublic",21063082
889,"Joyner Lucas, Lil Baby",21009584
890,"Chris Stapleton, Taylor Swift",20807334
891,"Nelly Furtado, Timbaland",20670614
892,"BLANCO, Sfera Ebbasta",20666955
893,"Joker Bra, VIZE",20568641
894,"Ariana Grande, John Legend",20564528
895,"Justin Timberlake, SZA",20530243
896,"Halsey, SUGA",20506447
897,"UMI, V",20382688
898,"Alex Rose, Rauw Alejandro",20329174
899,"MAX, Quinn XCII",20269191
900,"BTS, Charli XCX",20116286
901,"ROZES, The Chainsmokers",20036413
902,"Lil Baby, Rod Wave",19931576
903,"Blueface, DDG",19814162
904,"Halsey, mgk",19813094
905,"Cali Y El Dandee, Danna Paola",19787966
906,"Manuel Turizo, Shakira",19782188
907,"Kanye West, Travis Scott",19738291
908,"Lil Wayne, Sosamann",19569251
909,"Lil Peep, Marshmello",19523094
910,"Monsieur Periné, Vicente Garcia",19491625
911,"Kanye West, The Game",19370971
912,"Bizarrap, Snow Tha Product",19349980
913,"Julia Michaels, Maroon 5",19327317
914,"Doja Cat, Lil Nas X",19133841
915,"Drake, Kanye West",19128891
916,"Eno, MERO",19101767
917,"Pop Smoke, Rowdy Rebel",19039993
918,"League of Legends, NewJeans",19031955
919,"Drake, Jack Harlow",18847287
920,"Markim WF, Niack",18835662
921,"Ed Sheeran, Lil Baby",18468546
922,"BEAM, Beyoncé",18328362
923,"Kygo, The Night Game",18300544
924,"Ariana Grande, Ty Dolla $ign",18185389
925,"La Adictiva, Luis R Conriquez",18026514
926,"A$AP Rocky, Moby",18014274
927,"PLK, Soso Maness",17931439
928,"Drake, Teezo Touchdown",17856788
929,"Mikky Ekko, Rihanna",17632570
930,"Lil Skies, Wiz Khalifa",17616586
931,"Gunna, Lil Tecca",17597554
932,"Camilo, Shawn Mendes",17582294
933,"Matheus Fernandes, Xand Avião",17579560
934,"Emma Stone, Ryan Gosling",17434155
935,"JACKBOYS, Sheck Wes",17383097
936,"ScHoolboy Q, Travis Scott",17355250
937,"Marvin Gaye, Tammi Terrell",17341155
938,"TWENTY SIX, Tayson Kryss",17313005
939,"Lola Indigo, Quevedo",17146944
940,"James Blake, Metro Boomin",17092265
941,"Drake, Summer Walker",17035726
942,"Cardi B, Kehlani",16914554
943,"Kygo, Sasha Alex Sloan",16887953
944,"Bizarrap, Nicki Nicole",16886557
945,"Hayley Williams, Taylor Swift",16886371
946,"Joey Bada$$, XXXTENTACION",16861462
947,"Ana Castela, Gusttavo Lima",16821680
948,"Julia Michaels, Trippie Redd",16687743
949,"Norma Jean Martine, Ofenbach",16670216
950,"Alesso, Katy Perry",16668331
951,"H.E.R., Jhené Aiko",16599992
952,"Duki, Emilia",16531764
953,"Fall Out Boy, Taylor Swift",16474250
954,"Jonas Blue, Sabrina Carpenter",16466009
955,"Little Mix, mgk",16464811
956,"Future, Kendrick Lamar",16418951
957,"El Alfa, Peso Pluma",16328521
958,"Adam Levine, Jason Derulo",16235994
959,"A Boogie Wit da Hoodie, Roddy Ricch",16217162
960,"Calvin Harris, Sam Smith",16151553
961,"Jhayco, Quevedo",16103845
962,"Bring Me The Horizon, mgk",16080308
963,"Vince Staples, Yugen Blakrok",16030339
964,"21 Savage, Quavo",15965165
965,"LISA, TAEYANG",15871540
966,"Bella Poarch, Sub Urban",15727575
967,"Demi Lovato, Sam Fischer",15571498
968,"Drake, Yebba",15567041
969,"Dominic Fike, Justin Bieber",15491221
970,"Travis Scott, Westside Gunn",15411422
971,"Bryson Tiller, Summer Walker",15406864
972,"Cali Y El Dandee, Maite Perroni",15404365
973,"Kid Cudi, Travis Scott",15380647
974,"Apache 207, Udo Lindenberg",15339479
975,"Burna Boy, Justin Bieber",15318151
976,"KIDS SEE GHOSTS, Louis Prima",15317236
977,"DJ Snake, Selena Gomez",15286326
978,"AYLIVA, MERO",15278113
979,"KIDS SEE GHOSTS, Pusha T",15110834
980,"Apache 207, Sido",15034086
981,"Feid, Paulo Londra",14979949
982,"Cheat Codes, Dante Klein",14975243
983,"Kane Brown, Lauren Alaina",14896115
984,"DaBaby, Megan Thee Stallion",14842473
985,"C. Tangana, Paloma Mami",14670135
986,"Capital Bra, Ufo361",14596587
987,"Luciano, RAF Camora",14455165
988,"Lil Wayne, Nicki Minaj",14435233
989,"Taylor Swift, The National",14385703
990,"Khalid, SAFE",14375957
991,"Jaden, Young Thug",14344950
992,"Quintino, R3HAB",14324209
993,"Duki, Paulo Londra",14247420
994,"Chael Produciendo, El Alfa",14088650
995,"Lil Wayne, The Weeknd",14029224
996,"Marshmello, Roddy Ricch",13922154
997,"Drake, Ty Dolla $ign",13919809
998,"Nause, Pretty Sister",13918853
999,"Camila Cabello, WILLOW",13859919
1000,"Eminem, Kid Cudi",13821822
1001,"21 Savage, Migos",13658025
1002,"Dua Lipa, Pop Smoke",13595594
1003,"Guilherme & Benuto, Hugo & Guilherme",13580265
1004,"Nicki Minaj, Tyga",13483765
1005,"Capital Bra, Loredana",13202042
1006,"Duki, Morat",13186691
1007,"Loredana, MERO",12964946
1008,"Bad Bunny, Myke Towers",12942864
1009,"Kanye West, Sunday Service Choir",12900186
1010,"Kendrick Lamar, Tanna Leone",12872010
1011,"Banda MS de Sergio Lizárraga, Snoop Dogg",12848688
1012,"Jung Kook, Major Lazer",12835896
1013,"James Arthur, Rudimental",12833526
1014,"J. Cole, Joyner Lucas",12781969
1015,"Ant Clemons, Kanye West",12604488
1016,"WILLOW, mgk",12414063
1017,"Drake, Lil Yachty",12406355
1018,"Juicy J, Kevin Gates",12404547
1019,"Chief Keef, Drake",12400847
1020,"Diplo, Joji",12376309
1021,"Maren Morris, Thomas Rhett",12337911
1022,"Dave, Stormzy",12250647
1023,"21 Savage, ScHoolboy Q",12143988
1024,"Metro Boomin, Young Thug",12133395
1025,"Shakira, Wyclef Jean",12105192
1026,"Don Toliver, Metro Boomin",12099572
1027,"Ovy On The Drums, Quevedo",12088229
1028,"Miksu / Macloud, t-low",12088159
1029,"Lil Pump, Smokepurpp",12077969
1030,"Logic, Ryan Tedder",12028367
1031,"Migos, Travis Scott",12020469
1032,"Cardi B, Chance the Rapper",11985346
1033,"Future, Lil Baby",11972848
1034,"Kendrick Lamar, Taylor Swift",11969440
1035,"Cardi B, Normani",11955256
1036,"Diplo, MØ",11945548
1037,"Alesso, Anitta",11685504
1038,"Ty Dolla $ign, Zara Larsson",11670768
1039,"Lil Uzi Vert, Trippie Redd",11637422
1040,"Ivete Sangalo, LUDMILLA",11626550
1041,"Bonez MC, The Cratez",11536368
1042,"Jonas Brothers, KAROL G",11363207
1043,"Bebe Rexha, Doja Cat",11265538
1044,"Fred Hammond, Kanye West",11183853
1045,"Pharrell Williams, Travis Scott",11105872
1046,"ABRA, Bad Bunny",11066606
1047,"Frenna, Lil Kleine",10876703
1048,"The Lumineers, Zach Bryan",10870508
1049,"Gary Lightbody, Taylor Swift",10799411
1050,"Noah Kahan, Post Malone",10782828
1051,"Offset, Travis Scott",10736180
1052,"Kygo, Zak Abel",10719057
1053,"Leo Santana, Parangolé",10683040
1054,"Duki, KHEA",10644801
1055,"David Guetta, Shouse",10596037
1056,"Bad Gyal, Omar Montes",10592239
1057,"Conan Gray, Lauv",10574766
1058,"Shindy, Shirin David",10571778
1059,"Lil Nas X, Megan Thee Stallion",10550949
1060,"Israel & Rodolffo, Wesley Safadão",10524375
1061,"ROSALÍA, Tokischa",10508000
1062,"Menor Nico, Petter Ferraz",10471459
1063,"Noah Kahan, Zach Bryan",10439477
1064,"Capital Bra, Summer Cem",10406001
1065,"Lil Uzi Vert, Travis Scott",10392685
1066,"Nick Jonas, Nicki Minaj",10263979
1067,"6ix9ine, Kanye West",10216554
1068,"Beth Gibbons, Kendrick Lamar",10212763
1069,"Halsey, Lauren Jauregui",10190186
1070,"Prince Royce, Shakira",10114306
1071,"BEAM, Justin Bieber",10024729
1072,"Os Barões Da Pisadinha, Xand Avião",10001111
1073,"Ezhel, Murda",9886144
1074,"21 Savage, Brent Faiyaz",9784192
1075,"21 Savage, Summer Walker",9743353
1076,"Anitta, TOMORROW X TOGETHER",9724598
1077,"Anuel AA, Tego Calderón",9721879
1078,"Ed Sheeran, Russ",9645688
1079,"Quavo, Sfera Ebbasta",9618772
1080,"Julia Michaels, Selena Gomez",9603512
1081,"Post Malone, The Kid LAROI",9602960
1082,"Don Toliver, Eminem",9493884
1083,"MC Gury, MC L da Vinte",9491388
1084,"Eminem, P!nk",9422649
1085,"Hozier, Noah Kahan",9390315
1086,"Sebastian Yatra, TINI",9386488
1087,"A$AP Rocky, BlocBoy JB",9374886
1088,"Lil Uzi Vert, Young Thug",9367719
1089,"Taylor Swift, The Chicks",9363501
1090,"Anderson .Paak, Eminem",9328951
1091,"Duki, Jhayco",9309589
1092,"Mora, Quevedo",9214552
1093,"Khalid, P!nk",9168690
1094,"Demi Lovato, Luísa Sonza",9127511
1095,"Gorillaz, Popcaan",9115642
1096,"Bobby ""Boris"" Pickett, The Crypt-Kickers",9103266
1097,"Central Cee, Drake",9076884
1098,"Gunna, Post Malone",9073108
1099,"KAROL G, Kali Uchis",9050264
1100,"Chief Keef, Lil Uzi Vert",9039518
1101,"Lil Baby, iann dior",9028945
1102,"Pop Smoke, Quavo",9011502
1103,"Lil Wayne, Reginae Carter",9005862
1104,"Ed Sheeran, Ella Mai",8921516
1105,"Meek Mill, NAV",8866811
1106,"Eminem, Rihanna",8845135
1107,"DENNIS, MC Kevinho",8823768
1108,"Blessd, Feid",8783985
1109,"Eric Church, Morgan Wallen",8782738
1110,"Avicii, Billy Raffoul",8765451
1111,"KIDS SEE GHOSTS, Ty Dolla $ign",8762738
1112,"Lil Wayne, Snoop Dogg",8681211
1113,"Justin Bieber, SZA",8672003
1114,"Loud Luxury, anders",8621769
1115,"Sam Smith, Yebba",8589331
1116,"Pitbull, USHER",8535915
1117,"Alicia Keys, USHER",8464651
1118,"SZA, Summer Walker",8425122
1119,"George Benson, Gorillaz",8411150
1120,"21 Savage, Lil Uzi Vert",8374259
1121,"Babes Wodumo, Zacari",8341150
1122,"Elton John, Lil Nas X",8266667
1123,"Kanii, PR1ISVX",8215531
1124,"Lil Nas X, YoungBoy Never Broke Again",8186777
1125,"Justin Bieber, Travis Scott",8109572
1126,"KALUSH, Kalush Orchestra",8051373
1127,"Lil Yachty, Social House",8044630
1128,"Alicia Keys, Eminem",8028606
1129,"DRAM, Gorillaz",7988525
1130,"Damian Lemar Hudson, Logic",7945520
1131,"Baby Keem, Travis Scott",7939784
1132,"JID, Offset",7930057
1133,"Brandi Carlile, Miley Cyrus",7916474
1134,"Ed Sheeran, Skrillex",7898725
1135,"KIDS SEE GHOSTS, Yasiin Bey",7882877
1136,"Colde, RM",7843513
1137,"Drake, Gunna",7834981
1138,"Future, Kanye West",7826467
1139,"Anuel AA, Bizarrap",7812734
1140,"Bon Iver, Zach Bryan",7804790
1141,"Sierra Ferrell, Zach Bryan",7798822
1142,"Bryson Tiller, Drake",7762934
1143,"Elton John, Lady Gaga",7734309
1144,"Fleet Foxes, Post Malone",7726444
1145,"Manu, Simone Mendes",7719445
1146,"Grupo Menos É Mais, Matheus Fernandes",7715648
1147,"Ed Sheeran, H.E.R.",7714728
1148,"Foudeqush, Ludwig Göransson",7661391
1149,"Carla Morrison, KAROL G",7638061
1150,"Lil Nas X, Miley Cyrus",7632690
1151,"Anderson .Paak, RM",7599733
1152,"ROSALÍA, Romeo Santos",7547399
1153,"Justin Bieber, Lil Dicky",7493188
1154,"Big Sean, Migos",7473887
1155,"Gorillaz, Vince Staples",7432920
1156,"Logic, Wiz Khalifa",7396106
1157,"21 Savage, Gunna",7379453
1158,"Crush, j-hope",7371962
1159,"Chris Brown, Pop Smoke",7371935
1160,"Ariana Grande, Pharrell Williams",7323300
1161,"Pop Smoke, Swae Lee",7308690
1162,"Dixie, Liam Payne",7299201
1163,"J Balvin, Sfera Ebbasta",7276896
1164,"Gemitaiz, MadMan",7235843
1165,"Don Toliver, Travis Scott",7214677
1166,"Eminem, X Ambassadors",7127136
1167,"Edgardo Nuñez, Fuerza Regida",7106221
1168,"Juice WRLD, Kodak Black",7102756
1169,"Cardi B, Meek Mill",7078482
1170,"DaBaby, Quavo",7065060
1171,"Lauren Jauregui, Steve Aoki",7014586
1172,"Drake, Quavo",7013195
1173,"Justin Bieber, Omah Lay",6948004
1174,"Gucci Mane, Offset",6903507
1175,"Hava, Nimo",6818219
1176,"Big Sean, Logic",6744472
1177,"T-Pain, Tory Lanez",6740180
1178,"A Boogie Wit da Hoodie, Lil Uzi Vert",6725748
1179,"Eminem, Snoop Dogg",6667661
1180,"KSI, Lil Wayne",6643667
1181,"KAROL G, Pop Smoke",6620040
1182,"GIMS, Shirin David",6568819
1183,"CORPSE, Night Lovell",6548822
1184,"Lil Baby, Lil Uzi Vert",6540577
1185,"Juicy J, Katy Perry",6518133
1186,"Colbie Caillat, Taylor Swift",6508683
1187,"Lil Wayne, mgk",6506771
1188,"6LACK, Selena Gomez",6483001
1189,"Ariana Grande, Missy Elliott",6455372
1190,"Matt OX, XXXTENTACION",6443057
1191,"Myke Towers, Selena Gomez",6426522
1192,"Ariana Grande, Kid Cudi",6403701
1193,"Jack Harlow, Pooh Shiesty",6397644
1194,"Feid, Morat",6387829
1195,"Guè, Marracash",6385187
1196,"Kygo, Zoe Wees",6362152
1197,"Kellin Quinn, mgk",6325080
1198,"$NOT, A$AP Rocky",6311640
1199,"Charli XCX, Tiësto",6299914
1200,"Polo G, Rod Wave",6292362
1201,"Lil Baby, Lil Durk",6249801
1202,"Little Mix, Stormzy",6241386
1203,"BTS, Zara Larsson",6233222
1204,"Lil Uzi Vert, Syd",6224412
1205,"Loredana, Rymez",6224166
1206,"Eminem, PHresher",6216207
1207,"Lil Baby, Nardo Wick",6184336
1208,"Future, Gunna",6182823
1209,"Logic, Young Sinatra",6176786
1210,"Christian Nodal, Ángela Aguilar",6152821
1211,"Dominic Fike, Zendaya",6146335
1212,"Justin Bieber, TroyBoi",6146177
1213,"Bausa, RIN",6134821
1214,"Lil Pump, Lil Wayne",6083295
1215,"Bizarrap, Morad",6072044
1216,"DaBaby, Migos",6058728
1217,"Future, YoungBoy Never Broke Again",6057848
1218,"Dedublüman, Mavzer Tabancas",6054112
1219,"Animus, Bushido",6053873
1220,"Luciano, Summer Cem",6047678
1221,"Jillian Edwards, Thomas Gold",6043095
1222,"Mac Miller, The Temper Trap",6041708
1223,"Seori, TOMORROW X TOGETHER",6040553
1224,"DaBaby, YoungBoy Never Broke Again",6033348
1225,"21 Savage, King Von",6011159
1226,"Future, Ufo361",6010373
1227,"Eiffel 65, Shiva",5995116
1228,"Ninho, Niska",5971496
1229,"Eminem, Kehlani",5959793
1230,"Big Sean, Travis Scott",5949270
1231,"Apache 207, Bausa",5936752
1232,"Becky G, j-hope",5933462
1233,"Data Luv, Ufo361",5924386
1234,"Anitta, MC Kevinho",5915768
1235,"Keith Urban, Taylor Swift",5889939
1236,"Big Red Machine, Taylor Swift",5876058
1237,"2 Chainz, Ariana Grande",5870185
1238,"Kim Petras, Kygo",5867930
1239,"Kontra K, Samra",5867111
1240,"Bozza, Capital Bra",5827600
1241,"J Balvin, Sky Rompiendo",5745393
1242,"Damso, Nekfeu",5716607
1243,"Gambi, Heuss L'enfoiré",5678754
1244,"Khalid, Tate McRae",5666770
1245,"Booba, Maes",5656775
1246,"Gera MX, Rels B",5655126
1247,"Kygo, X Ambassadors",5626846
1248,"David Guetta, RAYE",5603130
1249,"JAY-Z, Linkin Park",5602548
1250,"Anderson .Paak, Kendrick Lamar",5600121
1251,"Camilo, Selena Gomez",5599395
1252,"Salmo, Sfera Ebbasta",5587509
1253,"Fivio Foreign, The Kid LAROI",5572362
1254,"Flume, Tove Lo",5545560
1255,"Chris Brown, H.E.R.",5531998
1256,"A Boogie Wit da Hoodie, Young Thug",5503902
1257,"AK AUSSERKONTROLLE, Bonez MC",5494500
1258,"Hozier, MEDUZA",5490070
1259,"A$AP Rocky, FKA twigs",5486769
1260,"2 Chainz, Logic",5479510
1261,"G-Eazy, Gunna",5463248
1262,"Migos, Polo G",5456648
1263,"CRO, Capital Bra",5440253
1264,"CORPSE, mgk",5439646
1265,"Gucci Mane, Lil Skies",5414894
1266,"Doja Cat, Young Thug",5393789
1267,"Bad Bunny, Gabriela",5364262
1268,"Pop Smoke, Rah Swish",5335271
1269,"Evan Rachel Wood, Idina Menzel",5332232
1270,"Gucci Mane, Logic",5327833
1271,"Fabri Fibra, Salmo",5326485
1272,"Fedez, Francesca Michielin",5321946
1273,"RIN, Ufo361",5302420
1274,"ELIF, Samra",5297101
1275,"Kid Cudi, Selena Gomez",5291134
1276,"NSTASIA, Salmo",5287257
1277,"Future, Sfera Ebbasta",5263469
1278,"Lil Yachty, Playboi Carti",5245232
1279,"Luciano, Samra",5209795
1280,"Booba, JSX",5208787
1281,"Martin Garrix, Tove Lo",5197587
1282,"Gunna, Travis Scott",5193309
1283,"BIA, Nicki Minaj",5186354
1284,"Clinton Kane, Martin Garrix",5186141
1285,"David Guetta, Martin Solveig",5186062
1286,"Kane Brown, blackbear",5173178
1287,"EST Gee, Lil Baby",5170861
1288,"Jorge, Os Barões Da Pisadinha",5159208
1289,"A Boogie Wit da Hoodie, Juice WRLD",5158810
1290,"6LACK, J. Cole",5158068
1291,"Meek Mill, Roddy Ricch",5147112
1292,"Joji, Lil Yachty",5141212
1293,"Avicii, Imagine Dragons",5124825
1294,"G-Eazy, blackbear",5116071
1295,"CÉLINE, Ufo361",5113459
1296,"Damso, Hamza",5101640
1297,"Summer Walker, USHER",5084823
1298,"C. Tangana, Ed Maverick",5079580
1299,"PnB Rock, XXXTENTACION",5079564
1300,"DaBaby, Young Thug",5074613
1301,"Dardan, Eno",5072979
1302,"Anne-Marie, Little Mix",5063181
1303,"Ezhel, Ufo361",5060101
1304,"Chance the Rapper, Death Cab for Cutie",5052724
1305,"Cardi B, YG",5045035
