Edge_Artist_1,Edge_Artist_2,Streams,Path,Path Length
Tiësto,Ava Max,437304511,Tiësto → Rita Ora → Kygo → Ava Max,3
J Balvin,Tyga,434207706,J Balvin → DJ Snake → Tyga,2
Travis Scott,Quavo,433922177,Travis Scott → Justin Bieber → Quavo,2
Drake,Young Thug,433188937,Drake → 21 Savage → Young Thug,2
Florida Georgia Line,Hailee Steinfeld,431998109,Florida Georgia Line → Alesso → Hailee Steinfeld,2
Florida Georgia Line,Alesso,431998109,Florida Georgia Line → Hailee Steinfeld → Alesso,2
Florida Georgia Line,WATT,431998109,Florida Georgia Line → Hailee Steinfeld → WATT,2
Hailee Steinfeld,Alesso,431998109,Hailee Steinfeld → Florida Georgia Line → Alesso,2
Hailee Steinfeld,WATT,431998109,Hailee Steinfeld → Florida Georgia Line → WATT,2
Alesso,WATT,431998109,Alesso → Florida Georgia Line → WATT,2
Carin Leon,Grupo Frontera,431728547,Carin Leon → Maluma → Rauw Alejandro → Bad Bunny → Grupo Frontera,4
Bad Bunny,Becky G,430524942,Bad Bunny → KAROL G → Becky G,2
Myke Towers,Juhn,430221400,Myke Towers → Chencho Corleone → Juhn,2
Jonas Blue,Jack & Jack,430111732,,-1
Cazzu,Lenny Tavárez,429752495,Cazzu → Rauw Alejandro → Lenny Tavárez,2
Migos,Gucci Mane,428635211,Migos → Drake → Gucci Mane,2
Sech,Dímelo Flow,428444535,Sech → Nicky Jam → Dímelo Flow,2
Cardi B,Bruno Mars,428430329,Cardi B → Ed Sheeran → Bruno Mars,2
Drake,Chris Brown,427403950,Drake → Future → Chris Brown,2
BENEE,Gus Dapperton,427392173,,-1
John Lennon,Yoko Ono,424742821,,-1
Frank Sinatra,B. Swanson Quartet,423711069,,-1
DJ Luian,Prince Royce,422931695,DJ Luian → Bad Bunny → Prince Royce,2
Mambo Kingz,Prince Royce,422931695,Mambo Kingz → Bad Bunny → Prince Royce,2
J Balvin,DJ Snake,422004415,J Balvin → Ozuna → DJ Snake,2
DJ Snake,Tyga,422004415,DJ Snake → J Balvin → Tyga,2
Doja Cat,The Weeknd,420457390,Doja Cat → Post Malone → The Weeknd,2
Ozuna,Sech,420402110,Ozuna → Bad Bunny → Sech,2
RAYE,cassö,418128815,RAYE → D-Block Europe → cassö,2
RAYE,D-Block Europe,418128815,RAYE → cassö → D-Block Europe,2
cassö,D-Block Europe,418128815,cassö → RAYE → D-Block Europe,2
J Balvin,Anitta,417210947,J Balvin → Tainy → Anitta,2
Mau y Ricky,Camilo,412175621,Mau y Ricky → Lunay → Camilo,2
Sech,Daddy Yankee,409038250,Sech → Bad Bunny → Daddy Yankee,2
Sebastian Yatra,Myke Towers,408392662,Sebastian Yatra → Nicky Jam → Myke Towers,2
Zach Bryan,Kacey Musgraves,408285069,,-1
Kygo,Whitney Houston,407652069,,-1
Young Thug,Metro Boomin,407357170,Young Thug → Drake → Metro Boomin,2
Calvin Harris,Frank Ocean,407315701,Calvin Harris → Migos → Frank Ocean,2
Calvin Harris,Migos,407315701,Calvin Harris → Young Thug → Migos,2
Migos,Frank Ocean,407315701,Migos → Calvin Harris → Frank Ocean,2
A Boogie Wit da Hoodie,6ix9ine,406694209,A Boogie Wit da Hoodie → Young Thug → 6ix9ine,2
Bad Bunny,Jowell & Randy,405534381,Bad Bunny → J Balvin → Jowell & Randy,2
Ñengo Flow,Jowell & Randy,405534381,Ñengo Flow → Bad Bunny → Jowell & Randy,2
Myke Towers,Jay Wheeler,405092672,Myke Towers → Farruko → Jay Wheeler,2
Myke Towers,DJ Nelson,405092672,Myke Towers → Jay Wheeler → DJ Nelson,2
Jay Wheeler,DJ Nelson,405092672,Jay Wheeler → Myke Towers → DJ Nelson,2
6ix9ine,Murda Beatz,403770867,6ix9ine → Nicki Minaj → Murda Beatz,2
Nicki Minaj,Murda Beatz,403770867,Nicki Minaj → 6ix9ine → Murda Beatz,2
Juice WRLD,YoungBoy Never Broke Again,403657974,Juice WRLD → The Kid LAROI → YoungBoy Never Broke Again,2
Jhayco,Anuel AA,402662531,Jhayco → Quevedo → Anuel AA,2
ROSALÍA,El Guincho,401900522,ROSALÍA → J Balvin → El Guincho,2
J Balvin,El Guincho,401900522,J Balvin → ROSALÍA → El Guincho,2
David Guetta,Justin Bieber,401880746,David Guetta → Daddy Yankee → Justin Bieber,2
Drake,Tems,400210239,Drake → Future → Tems,2
Oliver Tree,Robin Schulz,399861973,Oliver Tree → Fast & Furious: The Fast Saga → Kodak Black → Lil Wayne → David Guetta → Robin Schulz,5
Travis Scott,Kid Cudi,396321125,Travis Scott → Drake → Kid Cudi,2
Nicky Jam,Justin Quiles,396295182,Nicky Jam → Bizarrap → Justin Quiles,2
David Guetta,Anne-Marie,396286368,David Guetta → Sean Paul → Anne-Marie,2
Nicky Jam,Maluma,396243533,Nicky Jam → Shakira → Maluma,2
Brray,Nio Garcia,395921746,Brray → Anuel AA → Nio Garcia,2
Brray,Anuel AA,395921746,Brray → Rauw Alejandro → Anuel AA,2
Brray,Myke Towers,395921746,Brray → Rauw Alejandro → Myke Towers,2
Brray,Juanka,395921746,Brray → Anuel AA → Juanka,2
Anuel AA,Nio Garcia,395921746,Anuel AA → Bad Bunny → Nio Garcia,2
Anuel AA,Juanka,395921746,Anuel AA → Brray → Juanka,2
Myke Towers,Juanka,395921746,Myke Towers → Brray → Juanka,2
Nio Garcia,Juanka,395921746,Nio Garcia → Brray → Juanka,2
Post Malone,Tiësto,394343157,Post Malone → Dzeko → Tiësto,2
Post Malone,Dzeko,394343157,Post Malone → Tiësto → Dzeko,2
Post Malone,Preme,394343157,Post Malone → Tiësto → Preme,2
Tiësto,Dzeko,394343157,Tiësto → Post Malone → Dzeko,2
Tiësto,Preme,394343157,Tiësto → Post Malone → Preme,2
Dzeko,Preme,394343157,Dzeko → Post Malone → Preme,2
Jung Kook,Jack Harlow,394099979,Jung Kook → The Kid LAROI → Post Malone → Jack Harlow,3
Nicki Minaj,Ice Spice,393027917,Nicki Minaj → Aqua → Ice Spice,2
Lenny Tavárez,Maluma,392706008,Lenny Tavárez → Rauw Alejandro → Maluma,2
Junior H,Oscar Maydon,392532891,Junior H → Peso Pluma → Oscar Maydon,2
Big One,FMK,392290386,Big One → Duki → FMK,2
Ty Dolla $ign,¥$,391509564,Ty Dolla $ign → Playboi Carti → ¥$,2
Kanye West,¥$,391509564,Kanye West → Playboi Carti → ¥$,2
Lauv,Troye Sivan,391482559,Lauv → BTS → Charli XCX → Troye Sivan,3
Ozuna,NATTI NATASHA,390843975,Ozuna → Bad Bunny → NATTI NATASHA,2
Ariana Grande,Nicki Minaj,387284069,Ariana Grande → Doja Cat → Nicki Minaj,2
Justin Bieber,benny blanco,386908246,Justin Bieber → Khalid → benny blanco,2
Kina,Snøw,384882550,,-1
21 Savage,Travis Scott,382480777,21 Savage → Justin Bieber → Travis Scott,2
BTS,Halsey,381311162,BTS → Juice WRLD → Halsey,2
Travis Scott,THE SCOTTS,380940478,Travis Scott → Kid Cudi → THE SCOTTS,2
Kid Cudi,THE SCOTTS,380940478,Kid Cudi → Travis Scott → THE SCOTTS,2
Maluma,Carin Leon,379504358,Maluma → Rauw Alejandro → Bad Bunny → Grupo Frontera → Carin Leon,4
MEDUZA,Dermot Kennedy,379486906,,-1
Starley,Ryan Riback,378596557,,-1
Future,Tems,378241571,Future → Justin Bieber → Tems,2
Future,Chris Brown,376343015,Future → Justin Bieber → Chris Brown,2
zzoilo,Aitana,374961417,,-1
Migos,Lil Uzi Vert,373507156,Migos → 21 Savage → Lil Uzi Vert,2
Chris Brown,Metro Boomin,373006602,Chris Brown → Drake → Metro Boomin,2
Farruko,Justin Quiles,372991963,Farruko → J Balvin → Justin Quiles,2
Farruko,Dalex,372991963,Farruko → Rauw Alejandro → Dalex,2
Farruko,Lenny Tavárez,372991963,Farruko → Rauw Alejandro → Lenny Tavárez,2
J Balvin,Nio Garcia,371254425,J Balvin → Bad Bunny → Nio Garcia,2
Rauw Alejandro,Myke Towers,371246499,Rauw Alejandro → Bad Bunny → Myke Towers,2
Myke Towers,Wisin,370520343,Myke Towers → Bad Bunny → Wisin,2
Myke Towers,Los Legendarios,370520343,Myke Towers → Jhayco → Los Legendarios,2
Rauw Alejandro,Brray,370275554,Rauw Alejandro → Lyanno → Brray,2
Lyanno,Brray,370275554,Lyanno → Rauw Alejandro → Brray,2
Anuel AA,6ix9ine,365921676,Anuel AA → Nicki Minaj → 6ix9ine,2
KYLE,Lil Yachty,365725976,KYLE → Kehlani → Lil Yachty,2
Rauw Alejandro,Anuel AA,364017774,Rauw Alejandro → Bizarrap → Anuel AA,2
Feid,Mora,363030192,Feid → Quevedo → Mora,2
ROSALÍA,Sech,360902838,ROSALÍA → Bad Bunny → Sech,2
ROSALÍA,Daddy Yankee,360902838,ROSALÍA → Bad Bunny → Daddy Yankee,2
ROSALÍA,Farruko,360902838,ROSALÍA → Bad Bunny → Farruko,2
Rauw Alejandro,Farruko,360869255,Rauw Alejandro → Bad Bunny → Farruko,2
Avicii,Sandro Cavazza,360249480,Avicii → Kygo → Sandro Cavazza,2
Justin Bieber,DJ Snake,359841366,Justin Bieber → 21 Savage → DJ Snake,2
Arcángel,Dímelo Flow,358947704,Arcángel → Sech → Dímelo Flow,2
Fuerza Regida,Grupo Frontera,358112601,Fuerza Regida → Peso Pluma → Grupo Frontera,2
Travis Scott,HVME,357822888,,-1
Avicii,Aloe Blacc,357373179,,-1
Lil Tjay,Pop Smoke,355368591,Lil Tjay → Swae Lee → Pop Smoke,2
Anuel AA,Brytiago,355135492,Anuel AA → Chencho Corleone → Brytiago,2
Daddy Yankee,NATTI NATASHA,355010586,Daddy Yankee → David Guetta → NATTI NATASHA,2
Maggie Lindemann,Cheat Codes,354403228,Maggie Lindemann → CADE → Cheat Codes,2
Maggie Lindemann,CADE,354403228,Maggie Lindemann → Cheat Codes → CADE,2
Cheat Codes,CADE,354403228,Cheat Codes → Maggie Lindemann → CADE,2
Grupo Frontera,Grupo Firme,353505748,,-1
Nicki Minaj,Aqua,346503881,Nicki Minaj → Ice Spice → Aqua,2
Ice Spice,Aqua,346503881,Ice Spice → Nicki Minaj → Aqua,2
Darell,DJ Luian,345655588,Darell → Bad Bunny → DJ Luian,2
Darell,Mambo Kingz,345655588,Darell → Bad Bunny → Mambo Kingz,2
ATB,Topic,344772188,ATB → A7S → Topic,2
ATB,A7S,344772188,ATB → Topic → A7S,2
Bad Bunny,Tony Dize,344412193,,-1
KAROL G,Tiësto,342883788,KAROL G → Nicki Minaj → Post Malone → Tiësto,3
Swae Lee,Ellie Goulding,342384804,Swae Lee → Diplo → Ellie Goulding,2
Swae Lee,Diplo,342384804,Swae Lee → Khalid → Diplo,2
Ellie Goulding,Diplo,342384804,Ellie Goulding → Juice WRLD → Diplo,2
KHEA,Cazzu,340986767,KHEA → Bad Bunny → Cazzu,2
Young Thug,J. Cole,339551970,Young Thug → Drake → J. Cole,2
Travis Scott,J. Cole,339551970,Travis Scott → Drake → J. Cole,2
Anuel AA,Farruko,339519797,Anuel AA → Bad Bunny → Farruko,2
Jack Harlow,DaBaby,339329570,Jack Harlow → Post Malone → DaBaby,2
Sech,Zion,337777179,Sech → Feid → Zion,2
Ozuna,Reik,337326802,Ozuna → J Balvin → Reik,2
Reik,Wisin,337326802,Reik → Ozuna → Wisin,2
Kendrick Lamar,Zacari,335855240,,-1
Bad Bunny,Yandel,335711192,Bad Bunny → Feid → Yandel,2
Ed Sheeran,Beyoncé,335158647,Ed Sheeran → Future → Beyoncé,2
David Guetta,Martin Garrix,335037416,David Guetta → Bebe Rexha → Martin Garrix,2
Camila Cabello,Cardi B,334701158,Camila Cabello → Ed Sheeran → Cardi B,2
Ed Sheeran,Cardi B,334701158,Ed Sheeran → Camila Cabello → Cardi B,2
Avicii,Rita Ora,334425361,Avicii → Kygo → Rita Ora,2
Stephanie Beatriz,Encanto - Cast,334324436,Stephanie Beatriz → Carolina Gaitán - La Gaita → Encanto - Cast,2
Jack Harlow,Tory Lanez,334212442,Jack Harlow → DaBaby → Tory Lanez,2
Jack Harlow,Lil Wayne,334212442,Jack Harlow → Drake → Lil Wayne,2
DaBaby,Tory Lanez,334212442,DaBaby → Jack Harlow → Tory Lanez,2
DaBaby,Lil Wayne,334212442,DaBaby → Drake → Lil Wayne,2
Lil Wayne,Tory Lanez,334212442,Lil Wayne → Jack Harlow → Tory Lanez,2
Major Lazer,MØ,333396937,Major Lazer → Justin Bieber → MØ,2
Macklemore,Skylar Grey,333181824,Macklemore → Lil Yachty → Juice WRLD → Eminem → Skylar Grey,4
Kanye West,Lil Pump,333062937,Kanye West → XXXTENTACION → Lil Pump,2
Anuel AA,Wisin,332912447,Anuel AA → Bad Bunny → Wisin,2
Post Malone,The Weeknd,332886093,Post Malone → Doja Cat → The Weeknd,2
Drake,SZA,332050667,Drake → Future → SZA,2
Chencho Corleone,Dalex,331257803,Chencho Corleone → Rauw Alejandro → Dalex,2
Justin Bieber,BloodPop®,329306934,Justin Bieber → Lil Wayne → mgk → Hailee Steinfeld → BloodPop®,4
Dua Lipa,Miley Cyrus,328127493,Dua Lipa → Mark Ronson → Miley Cyrus,2
Maroon 5,Wiz Khalifa,328112360,Maroon 5 → Future → Young Thug → Wiz Khalifa,3
CKay,Dj Yo!,327263732,CKay → AX'EL → Dj Yo!,2
CKay,AX'EL,327263732,CKay → Dj Yo! → AX'EL,2
Dj Yo!,AX'EL,327263732,Dj Yo! → CKay → AX'EL,2
Rauw Alejandro,Manuel Turizo,325658348,Rauw Alejandro → Shakira → Manuel Turizo,2
Myke Towers,Manuel Turizo,325658348,Myke Towers → Ozuna → Manuel Turizo,2
Maria Becerra,LIT killah,325236311,Maria Becerra → KHEA → LIT killah,2
Maria Becerra,Tiago PZK,325236311,Maria Becerra → KHEA → Tiago PZK,2
Feid,KHEA,324543988,Feid → Bad Bunny → KHEA,2
Feid,Cazzu,324543988,Feid → Bad Bunny → Cazzu,2
Sech,KHEA,324543988,Sech → Bad Bunny → KHEA,2
Sech,Cazzu,324543988,Sech → Bad Bunny → Cazzu,2
Dalex,KHEA,324543988,Dalex → Feid → KHEA,2
Dalex,Cazzu,324543988,Dalex → Rauw Alejandro → Cazzu,2
Rafa Pabön,KHEA,324543988,Rafa Pabön → Feid → KHEA,2
Rafa Pabön,Cazzu,324543988,Rafa Pabön → Feid → Cazzu,2
KHEA,Lenny Tavárez,324543988,KHEA → Feid → Lenny Tavárez,2
Drake,Project Pat,324393523,Drake → 21 Savage → Project Pat,2
21 Savage,Project Pat,324393523,21 Savage → Drake → Project Pat,2
Marshmello,Fuerza Regida,323485593,Marshmello → Manuel Turizo → Shakira → Fuerza Regida,3
Marshmello,Manuel Turizo,323263901,Marshmello → Fuerza Regida → Shakira → Manuel Turizo,3
Mau y Ricky,Manuel Turizo,323154491,Mau y Ricky → Sebastian Yatra → Manuel Turizo,2
Manuel Turizo,Camilo,323154491,Manuel Turizo → Ozuna → Camilo,2
Rauw Alejandro,Camilo,320260640,Rauw Alejandro → Ozuna → Camilo,2
Demi Lovato,Cheat Codes,320021915,Demi Lovato → Jax Jones → Bebe Rexha → David Guetta → Cheat Codes,4
Duki,Tiago PZK,319338618,Duki → Bizarrap → Tiago PZK,2
Camila Cabello,Bazzi,318997516,Camila Cabello → Cardi B → 21 Savage → Bazzi,3
Taylor Swift,Brendon Urie,318277342,Taylor Swift → Panic! At The Disco → Brendon Urie,2
Taylor Swift,Panic! At The Disco,318277342,Taylor Swift → Brendon Urie → Panic! At The Disco,2
Brendon Urie,Panic! At The Disco,318277342,Brendon Urie → Taylor Swift → Panic! At The Disco,2
Kodak Black,Gucci Mane,317530163,Kodak Black → 21 Savage → Gucci Mane,2
Kodak Black,Bruno Mars,317530163,Kodak Black → Gucci Mane → Bruno Mars,2
Bruno Mars,Gucci Mane,317530163,Bruno Mars → Kodak Black → Gucci Mane,2
Lenny Tavárez,Juhn,316962869,Lenny Tavárez → Chencho Corleone → Juhn,2
Tiago PZK,Emilia,316677548,Tiago PZK → Duki → Emilia,2
Diane Guerrero,Stephanie Beatriz,315727291,Diane Guerrero → Carolina Gaitán - La Gaita → Stephanie Beatriz,2
Travis Scott,Playboi Carti,315038680,Travis Scott → Drake → Playboi Carti,2
Bad Bunny,Eladio Carrion,314143982,Bad Bunny → Myke Towers → Eladio Carrion,2
Lil Tjay,6LACK,313493341,Lil Tjay → J. Cole → 6LACK,2
Manuel Turizo,Piso 21,313209277,Manuel Turizo → Shakira → Maluma → Piso 21,3
Drake,Yeat,311509456,,-1
Rauw Alejandro,Lenny Tavárez,309732535,Rauw Alejandro → Chencho Corleone → Lenny Tavárez,2
mgk,blackbear,309284143,mgk → YUNGBLUD → blackbear,2
Travis Scott,SZA,307173251,Travis Scott → Justin Bieber → SZA,2
Daddy Yankee,Nicky Jam,306911396,Daddy Yankee → Bad Bunny → Nicky Jam,2
Camila Cabello,DaBaby,304603848,Camila Cabello → Quavo → DaBaby,2
Diplo,Sia,304587026,Diplo → Labrinth → Sia,2
Diplo,Labrinth,304587026,Diplo → Sia → Labrinth,2
Diplo,LSD,304587026,Diplo → Sia → LSD,2
Sia,Labrinth,304587026,Sia → Diplo → Labrinth,2
Sia,LSD,304587026,Sia → Diplo → LSD,2
Labrinth,LSD,304587026,Labrinth → Diplo → LSD,2
Maroon 5,Megan Thee Stallion,301506952,Maroon 5 → Cardi B → Megan Thee Stallion,2
J Balvin,Maluma,301105876,J Balvin → Ozuna → Maluma,2
Bizarrap,Peso Pluma,300763502,Bizarrap → Quevedo → KAROL G → Peso Pluma,3
Nicky Jam,Farruko,299530607,Nicky Jam → Bad Bunny → Farruko,2
Keala Settle,The Greatest Showman Ensemble,298281148,Keala Settle → Hugh Jackman → The Greatest Showman Ensemble,2
Maria Becerra,TINI,297504390,Maria Becerra → Becky G → TINI,2
Zion & Lennox,Enrique Iglesias,297281298,Zion & Lennox → Bad Bunny → Enrique Iglesias,2
Zion & Lennox,Descemer Bueno,297281298,Zion & Lennox → Enrique Iglesias → Descemer Bueno,2
Enrique Iglesias,Descemer Bueno,297281298,Enrique Iglesias → Zion & Lennox → Descemer Bueno,2
Maluma,Nego do Borel,296847428,,-1
The Weeknd,Swedish House Mafia,295006243,,-1
Swae Lee,XXXTENTACION,294767929,Swae Lee → Maluma → XXXTENTACION,2
Swae Lee,Lil Pump,294767929,Swae Lee → Maluma → Lil Pump,2
Swae Lee,Maluma,294767929,Swae Lee → The Weeknd → Maluma,2
Maluma,XXXTENTACION,294767929,Maluma → Swae Lee → XXXTENTACION,2
Maluma,Lil Pump,294767929,Maluma → Swae Lee → Lil Pump,2
XXXTENTACION,Lil Pump,294767929,XXXTENTACION → Swae Lee → Lil Pump,2
Taiu,Milo j,293767640,Taiu → Bizarrap → Milo j,2
Chris Brown,Lil Dicky,293217637,Chris Brown → Justin Bieber → Lil Dicky,2
Polimá Westcoast,Pailita,292337747,Polimá Westcoast → Feid → Pailita,2
Dalex,Zion,292205827,Dalex → Feid → Zion,2
Lenny Tavárez,Zion,292205827,Lenny Tavárez → Feid → Zion,2
Justin Quiles,Zion,292205827,Justin Quiles → Feid → Zion,2
Nicky Jam,Dalex,292203081,Nicky Jam → Rauw Alejandro → Dalex,2
Nicky Jam,Lenny Tavárez,292203081,Nicky Jam → Rauw Alejandro → Lenny Tavárez,2
Justin Quiles,The Academy: Segunda Misión,292141776,,-1
A$AP Rocky,Skepta,291859638,A$AP Rocky → Kid Cudi → Skepta,2
David Guetta,Coi Leray,291541518,David Guetta → Anne-Marie → Coi Leray,2
Anne-Marie,Coi Leray,291541518,Anne-Marie → David Guetta → Coi Leray,2
Ozuna,Tainy,291103173,Ozuna → Bad Bunny → Tainy,2
Anuel AA,Tainy,291103173,Anuel AA → Bad Bunny → Tainy,2
Martin Garrix,Troye Sivan,290601751,Martin Garrix → Khalid → Tate McRae → Troye Sivan,3
David Guetta,Sia,290393589,David Guetta → Shakira → Ozuna → Sia,3
Chencho Corleone,Lenny Tavárez,289461144,Chencho Corleone → Rauw Alejandro → Lenny Tavárez,2
Chencho Corleone,Juhn,289461144,Chencho Corleone → Lunay → Juhn,2
Chencho Corleone,Dímelo Flow,289461144,Chencho Corleone → Rauw Alejandro → Dímelo Flow,2
Dalex,Juhn,289461144,Dalex → Chencho Corleone → Juhn,2
Dímelo Flow,Juhn,289461144,Dímelo Flow → Chencho Corleone → Juhn,2
Ozuna,Black Eyed Peas,288568728,Ozuna → Shakira → Black Eyed Peas,2
Ozuna,J. Rey Soul,288568728,Ozuna → Black Eyed Peas → J. Rey Soul,2
Black Eyed Peas,J. Rey Soul,288568728,Black Eyed Peas → Ozuna → J. Rey Soul,2
Halsey,G-Eazy,287812135,Halsey → Post Malone → G-Eazy,2
THE ANXIETY,WILLOW,287702449,THE ANXIETY → Tyler Cole → WILLOW,2
THE ANXIETY,Tyler Cole,287702449,THE ANXIETY → WILLOW → Tyler Cole,2
WILLOW,Tyler Cole,287702449,WILLOW → THE ANXIETY → Tyler Cole,2
Young Thug,Chris Brown,287573135,Young Thug → Drake → Chris Brown,2
Anuel AA,Romeo Santos,286526851,Anuel AA → Ozuna → Romeo Santos,2
Ozuna,Chris Jedi,285994618,Ozuna → Chencho Corleone → Chris Jedi,2
Farruko,Zion,285133984,Farruko → Sech → Zion,2
Polo G,Lil Tjay,284340342,Polo G → Pop Smoke → Lil Tjay,2
XXXTENTACION,Lil Peep,283639482,XXXTENTACION → Swae Lee → Khalid → Marshmello → Lil Peep,4
Shakira,Ozuna,283481699,Shakira → Anuel AA → Ozuna,2
Drake,Migos,282950111,Drake → 21 Savage → Migos,2
Calvin Harris,Rag'n'Bone Man,282213371,,-1
De La Ghetto,Sofía Reyes,281918696,De La Ghetto → Jason Derulo → Sofía Reyes,2
De La Ghetto,Jason Derulo,281918696,De La Ghetto → Sofía Reyes → Jason Derulo,2
Sofía Reyes,Jason Derulo,281918696,Sofía Reyes → De La Ghetto → Jason Derulo,2
ROSALÍA,Travis Scott,281440506,ROSALÍA → Bad Bunny → Travis Scott,2
Clean Bandit,Julia Michaels,280466909,Clean Bandit → Anne-Marie → Lauv → Julia Michaels,3
Feid,ATL Jacob,275763427,,-1
Ozuna,Arcángel,275609604,Ozuna → Bad Bunny → Arcángel,2
J Balvin,Chris Jedi,275609604,J Balvin → Chencho Corleone → Chris Jedi,2
J Balvin,Arcángel,275609604,J Balvin → Bad Bunny → Arcángel,2
Chris Jedi,Arcángel,275609604,Chris Jedi → Ozuna → Arcángel,2
Marshmello,Halsey,275592897,Marshmello → Khalid → Halsey,2
J Balvin,Jowell & Randy,275323379,J Balvin → Bad Bunny → Jowell & Randy,2
Justin Bieber,Shawn Mendes,274615654,Justin Bieber → Khalid → Shawn Mendes,2
Marshmello,CHVRCHES,274105542,,-1
Bad Bunny,Prince Royce,273936566,Bad Bunny → J Balvin → Prince Royce,2
J Balvin,Prince Royce,273936566,J Balvin → Bad Bunny → Prince Royce,2
J Balvin,Mambo Kingz,273936566,J Balvin → Bad Bunny → Mambo Kingz,2
J Balvin,DJ Luian,273936566,J Balvin → Bad Bunny → DJ Luian,2
Perry Como,The Fontane Sisters,273487869,Perry Como → Mitchell Ayres & His Orchestra → The Fontane Sisters,2
Perry Como,Mitchell Ayres & His Orchestra,273487869,Perry Como → The Fontane Sisters → Mitchell Ayres & His Orchestra,2
The Fontane Sisters,Mitchell Ayres & His Orchestra,273487869,The Fontane Sisters → Perry Como → Mitchell Ayres & His Orchestra,2
Bebe Rexha,Louis Tomlinson,271143305,Bebe Rexha → Digital Farm Animals → Louis Tomlinson,2
Bebe Rexha,Digital Farm Animals,271143305,Bebe Rexha → Louis Tomlinson → Digital Farm Animals,2
Digital Farm Animals,Louis Tomlinson,271143305,Digital Farm Animals → Bebe Rexha → Louis Tomlinson,2
