Edge_Artist_1,Edge_Artist_2,Streams,Path,Path Length
Sfera Ebbasta,DrefGold,8555729,Sfera Ebbasta → Capo Plaza → DrefGold,2
Pitbull,USHER,8535915,Pitbull → J Balvin → Chris Brown → USHER,3
21 Savage,Burna Boy,8511674,21 Savage → Justin Bieber → Burna Boy,2
Metro Boomin,Burna Boy,8511674,Metro Boomin → 21 Savage → Burna Boy,2
Bonez MC,187 Strassenbande,8485804,Bonez MC → Gzuz → 187 Strassenbande,2
USHER,Alicia Keys,8464651,USHER → Chris Brown → Drake → Kanye West → Alicia Keys,4
Ufo361,KITSCHKRIEG,8440805,Ufo361 → Gzuz → KITSCHKRIEG,2
Ufo361,SFR,8440805,Ufo361 → Gzuz → SFR,2
Ufo361,GRiNGO,8440805,Ufo361 → Gzuz → GRiNGO,2
Ufo361,Trettmann,8440805,Ufo361 → Gzuz → Trettmann,2
Ufo361,Gzuz,8440805,Ufo361 → RAF Camora → Gzuz,2
Gzuz,KITSCHKRIEG,8440805,Gzuz → Ufo361 → KITSCHKRIEG,2
Gzuz,SFR,8440805,Gzuz → Ufo361 → SFR,2
Gzuz,GRiNGO,8440805,Gzuz → Ufo361 → GRiNGO,2
Gzuz,Trettmann,8440805,Gzuz → Ufo361 → Trettmann,2
KITSCHKRIEG,GRiNGO,8440805,KITSCHKRIEG → Ufo361 → GRiNGO,2
KITSCHKRIEG,Trettmann,8440805,KITSCHKRIEG → Ufo361 → Trettmann,2
SFR,GRiNGO,8440805,SFR → Ufo361 → GRiNGO,2
SFR,Trettmann,8440805,SFR → Ufo361 → Trettmann,2
GRiNGO,Trettmann,8440805,GRiNGO → Ufo361 → Trettmann,2
SZA,Summer Walker,8425122,SZA → Drake → Summer Walker,2
Tiësto,Dimitri Vegas & Like Mike,8412394,Tiësto → Dimitri Vegas → Dimitri Vegas & Like Mike,2
Tiësto,Dido,8412394,Tiësto → Dimitri Vegas & Like Mike → Dido,2
Tiësto,W&W,8412394,Tiësto → Dimitri Vegas & Like Mike → W&W,2
Tiësto,Dimitri Vegas,8412394,Tiësto → Dimitri Vegas & Like Mike → Dimitri Vegas,2
Tiësto,Like Mike,8412394,Tiësto → Dimitri Vegas & Like Mike → Like Mike,2
Dimitri Vegas & Like Mike,Dido,8412394,Dimitri Vegas & Like Mike → Tiësto → Dido,2
Dimitri Vegas & Like Mike,W&W,8412394,Dimitri Vegas & Like Mike → Tiësto → W&W,2
Dimitri Vegas,Dido,8412394,Dimitri Vegas → Tiësto → Dido,2
Dimitri Vegas,W&W,8412394,Dimitri Vegas → Tiësto → W&W,2
Like Mike,Dido,8412394,Like Mike → Tiësto → Dido,2
Like Mike,W&W,8412394,Like Mike → Tiësto → W&W,2
Dido,W&W,8412394,Dido → Tiësto → W&W,2
Gorillaz,George Benson,8411150,,-1
21 Savage,Lil Uzi Vert,8374259,21 Savage → The Weeknd → Lil Uzi Vert,2
Zacari,Babes Wodumo,8341150,,-1
Ed Sheeran,Meek Mill,8285363,Ed Sheeran → Cardi B → Meek Mill,2
Ed Sheeran,A Boogie Wit da Hoodie,8285363,Ed Sheeran → Khalid → A Boogie Wit da Hoodie,2
A Boogie Wit da Hoodie,Meek Mill,8285363,A Boogie Wit da Hoodie → Ed Sheeran → Meek Mill,2
Wizkid,Don Toliver,8284432,Wizkid → Justin Bieber → Don Toliver,2
Wizkid,BEAM,8284432,Wizkid → Justin Bieber → BEAM,2
Wizkid,Toian,8284432,Wizkid → Metro Boomin → Toian,2
Metro Boomin,BEAM,8284432,Metro Boomin → Wizkid → BEAM,2
Metro Boomin,Toian,8284432,Metro Boomin → Wizkid → Toian,2
Don Toliver,BEAM,8284432,Don Toliver → Justin Bieber → BEAM,2
Don Toliver,Toian,8284432,Don Toliver → Wizkid → Toian,2
BEAM,Toian,8284432,BEAM → Wizkid → Toian,2
Elton John,Lil Nas X,8266667,Elton John → Dua Lipa → DaBaby → Lil Nas X,3
David Guetta,Lil Wayne,8254924,David Guetta → Bebe Rexha → Lil Wayne,2
Kanii,PR1ISVX,8215531,,-1
Luis R Conriquez,Tito Double P,8191014,Luis R Conriquez → Peso Pluma → Tito Double P,2
Luis R Conriquez,Joel De La P,8191014,Luis R Conriquez → Tito Double P → Joel De La P,2
Tito Double P,Joel De La P,8191014,Tito Double P → Luis R Conriquez → Joel De La P,2
Lil Nas X,YoungBoy Never Broke Again,8186777,Lil Nas X → DaBaby → YoungBoy Never Broke Again,2
Justin Bieber,Poo Bear,8135136,Justin Bieber → Skrillex → Poo Bear,2
Justin Bieber,Jay Electronica,8135136,Justin Bieber → Poo Bear → Jay Electronica,2
Poo Bear,Jay Electronica,8135136,Poo Bear → Justin Bieber → Jay Electronica,2
Justin Bieber,Travis Scott,8109572,Justin Bieber → Post Malone → Travis Scott,2
Quavo,Metro Boomin,8051466,Quavo → Drake → Metro Boomin,2
KALUSH,Kalush Orchestra,8051373,,-1
Lil Yachty,Social House,8044630,Lil Yachty → Calvin Harris → Ariana Grande → Social House,3
Eminem,Alicia Keys,8028606,Eminem → Nicki Minaj → Kanye West → Alicia Keys,3
Feid,Tainy,8007740,Feid → Bad Bunny → Tainy,2
Sech,Tainy,8007740,Sech → Bad Bunny → Tainy,2
Daddy Yankee,Tainy,8007740,Daddy Yankee → Bad Bunny → Tainy,2
Ty Dolla $ign,Gucci Mane,7988810,Ty Dolla $ign → Drake → Gucci Mane,2
Ty Dolla $ign,Quavo,7988810,Ty Dolla $ign → Post Malone → Quavo,2
Gorillaz,DRAM,7988525,Gorillaz → Bad Bunny → Drake → PARTYNEXTDOOR → DRAM,4
Logic,Damian Lemar Hudson,7945520,,-1
Travis Scott,Baby Keem,7939784,Travis Scott → Kendrick Lamar → Baby Keem,2
JID,Offset,7930057,JID → 21 Savage → Offset,2
Tyler,Teezo Touchdown,7917707,Tyler → The Creator → Teezo Touchdown,2
The Creator,Teezo Touchdown,7917707,The Creator → Tyler → Teezo Touchdown,2
Miley Cyrus,Brandi Carlile,7916474,,-1
Tems,Beyoncé,7910936,Tems → Future → Beyoncé,2
Tems,Grace Jones,7910936,Tems → Beyoncé → Grace Jones,2
Beyoncé,Grace Jones,7910936,Beyoncé → Tems → Grace Jones,2
Ed Sheeran,Skrillex,7898725,Ed Sheeran → J Balvin → Skrillex,2
KIDS SEE GHOSTS,Yasiin Bey,7882877,,-1
Skrillex,Fred again..,7879026,Skrillex → Flowdan → Fred again..,2
Skrillex,Flowdan,7879026,Skrillex → Fred again.. → Flowdan,2
Fred again..,Flowdan,7879026,Fred again.. → Skrillex → Flowdan,2
RM,Colde,7843513,,-1
Future,Kanye West,7826467,Future → Drake → Kanye West,2
Bizarrap,Anuel AA,7812734,Bizarrap → Quevedo → Anuel AA,2
Zach Bryan,Bon Iver,7804790,Zach Bryan → Noah Kahan → Post Malone → Future → Taylor Swift → Bon Iver,5
Zach Bryan,Sierra Ferrell,7798822,,-1
DJ Jeeh FDC,MC Menor MT,7797383,DJ Jeeh FDC → Yuri Redicopa → MC Menor MT,2
DJ Jeeh FDC,Yuri Redicopa,7797383,DJ Jeeh FDC → MC Menor MT → Yuri Redicopa,2
DJ Jeeh FDC,Mc Pelé,7797383,DJ Jeeh FDC → MC Menor MT → Mc Pelé,2
MC Menor MT,Yuri Redicopa,7797383,MC Menor MT → DJ Jeeh FDC → Yuri Redicopa,2
MC Menor MT,Mc Pelé,7797383,MC Menor MT → DJ Jeeh FDC → Mc Pelé,2
Yuri Redicopa,Mc Pelé,7797383,Yuri Redicopa → DJ Jeeh FDC → Mc Pelé,2
Drake,Bryson Tiller,7762934,Drake → DJ Khaled → Bryson Tiller,2
Elton John,Lady Gaga,7734309,Elton John → Dua Lipa → BLACKPINK → Lady Gaga,3
Post Malone,Fleet Foxes,7726444,,-1
Manu,Simone Mendes,7719445,,-1
Matheus Fernandes,Grupo Menos É Mais,7715648,,-1
Ed Sheeran,H.E.R.,7714728,Ed Sheeran → Future → Chris Brown → H.E.R.,3
Travis Scott,Pop Smoke,7685470,Travis Scott → 21 Savage → Pop Smoke,2
Pop Smoke,JACKBOYS,7685470,Pop Smoke → Travis Scott → JACKBOYS,2
Foudeqush,Ludwig Göransson,7661391,,-1
KAROL G,Carla Morrison,7638061,,-1
Lil Nas X,Miley Cyrus,7632690,Lil Nas X → YoungBoy Never Broke Again → The Kid LAROI → Miley Cyrus,3
RM,Anderson .Paak,7599733,RM → Lil Nas X → Jack Harlow → Eminem → Anderson .Paak,4
DaBaby,Dreamville,7594957,DaBaby → J. Cole → Dreamville,2
DaBaby,J. Cole,7594957,DaBaby → Drake → J. Cole,2
DaBaby,Lute,7594957,DaBaby → J. Cole → Lute,2
J. Cole,Lute,7594957,J. Cole → DaBaby → Lute,2
Dreamville,Lute,7594957,Dreamville → DaBaby → Lute,2
ROSALÍA,Romeo Santos,7547399,ROSALÍA → Ozuna → Romeo Santos,2
Anderson .Paak,Thundercat,7528601,Anderson .Paak → Bruno Mars → Thundercat,2
Anderson .Paak,Bootsy Collins,7528601,Anderson .Paak → Bruno Mars → Bootsy Collins,2
Bruno Mars,Thundercat,7528601,Bruno Mars → Anderson .Paak → Thundercat,2
Bruno Mars,Bootsy Collins,7528601,Bruno Mars → Anderson .Paak → Bootsy Collins,2
Silk Sonic,Thundercat,7528601,Silk Sonic → Anderson .Paak → Thundercat,2
Silk Sonic,Bootsy Collins,7528601,Silk Sonic → Anderson .Paak → Bootsy Collins,2
Thundercat,Bootsy Collins,7528601,Thundercat → Anderson .Paak → Bootsy Collins,2
Travis Scott,Young Stoner Life,7515766,Travis Scott → Drake → Young Stoner Life,2
Justin Bieber,Lil Dicky,7493188,Justin Bieber → Chris Brown → Lil Dicky,2
Gorillaz,Vince Staples,7432920,,-1
21 Savage,Gunna,7379453,21 Savage → Post Malone → Gunna,2
j-hope,Crush,7371962,,-1
Chris Brown,Pop Smoke,7371935,Chris Brown → Future → Pop Smoke,2
Young Thug,Belly,7365053,Young Thug → The Weeknd → Belly,2
Travis Scott,Lil Durk,7324233,Travis Scott → Drake → Lil Durk,2
Liam Payne,Dixie,7299201,,-1
J Balvin,Sfera Ebbasta,7276896,J Balvin → Future → Sfera Ebbasta,2
Gemitaiz,MadMan,7235843,,-1
Tyler,Frank Ocean,7186095,Tyler → The Creator → Frank Ocean,2
Tyler,Steve Lacy,7186095,Tyler → The Creator → Steve Lacy,2
The Creator,Frank Ocean,7186095,The Creator → Tyler → Frank Ocean,2
The Creator,Steve Lacy,7186095,The Creator → Tyler → Steve Lacy,2
Frank Ocean,Steve Lacy,7186095,Frank Ocean → Tyler → Steve Lacy,2
Ariana Grande,Mariah Carey,7170169,Ariana Grande → Jennifer Hudson → Mariah Carey,2
Ariana Grande,Jennifer Hudson,7170169,Ariana Grande → Mariah Carey → Jennifer Hudson,2
Mariah Carey,Jennifer Hudson,7170169,Mariah Carey → Ariana Grande → Jennifer Hudson,2
Eminem,X Ambassadors,7127136,Eminem → Logic → X Ambassadors,2
Eminem,KXNG Crooked,7115414,"Eminem → Royce Da 5'9"" → KXNG Crooked",2
Eminem,Joell Ortiz,7115414,"Eminem → Royce Da 5'9"" → Joell Ortiz",2
"Royce Da 5'9""",KXNG Crooked,7115414,"Royce Da 5'9"" → Eminem → KXNG Crooked",2
"Royce Da 5'9""",Joell Ortiz,7115414,"Royce Da 5'9"" → Eminem → Joell Ortiz",2
KXNG Crooked,Joell Ortiz,7115414,KXNG Crooked → Eminem → Joell Ortiz,2
Fuerza Regida,Edgardo Nuñez,7106221,Fuerza Regida → Peso Pluma → Edgardo Nuñez,2
Juice WRLD,Kodak Black,7102756,Juice WRLD → A Boogie Wit da Hoodie → Kodak Black,2
Cardi B,Meek Mill,7078482,Cardi B → Post Malone → Meek Mill,2
DaBaby,Quavo,7065060,DaBaby → Post Malone → Quavo,2
The Weeknd,A$AP Rocky,7049037,The Weeknd → Lana Del Rey → A$AP Rocky,2
Steve Aoki,Lauren Jauregui,7014586,Steve Aoki → BTS → Halsey → Lauren Jauregui,3
Tyler,Domo Genesis,6988886,Tyler → The Creator → Domo Genesis,2
The Creator,Domo Genesis,6988886,The Creator → Tyler → Domo Genesis,2
Justin Bieber,Omah Lay,6948004,,-1
Sfera Ebbasta,Charlie Charles,6947126,Sfera Ebbasta → Ghali → Charlie Charles,2
Sfera Ebbasta,Ghali,6947126,Sfera Ebbasta → Charlie Charles → Ghali,2
Charlie Charles,Ghali,6947126,Charlie Charles → Sfera Ebbasta → Ghali,2
Rick Ross,DJ Khaled,6933872,Rick Ross → Drake → DJ Khaled,2
Rick Ross,John Legend,6933872,Rick Ross → DJ Khaled → John Legend,2
Rick Ross,Fridayy,6933872,Rick Ross → John Legend → Fridayy,2
John Legend,Lil Wayne,6933872,John Legend → Rick Ross → Lil Wayne,2
John Legend,JAY-Z,6933872,John Legend → Rick Ross → JAY-Z,2
John Legend,Fridayy,6933872,John Legend → Rick Ross → Fridayy,2
JAY-Z,Lil Wayne,6933872,JAY-Z → Drake → Lil Wayne,2
JAY-Z,Fridayy,6933872,JAY-Z → Rick Ross → Fridayy,2
DJ Khaled,Fridayy,6933872,DJ Khaled → Rick Ross → Fridayy,2
Lil Wayne,Fridayy,6933872,Lil Wayne → Rick Ross → Fridayy,2
Bad Bunny,Marciano Cantero,6882345,Bad Bunny → J Balvin → Marciano Cantero,2
J Balvin,Marciano Cantero,6882345,J Balvin → Bad Bunny → Marciano Cantero,2
John Legend,Nipsey Hussle,6818858,John Legend → DJ Khaled → Nipsey Hussle,2
DJ Khaled,Nipsey Hussle,6818858,DJ Khaled → John Legend → Nipsey Hussle,2
Nimo,Hava,6818219,,-1
Trippie Redd,Lil Durk,6767904,Trippie Redd → Polo G → Lil Durk,2
Logic,Big Sean,6744472,Logic → Eminem → Big Sean,2
Tory Lanez,T-Pain,6740180,,-1
Drake,Brent Faiyaz,6731106,Drake → 21 Savage → Brent Faiyaz,2
Drake,The Neptunes,6731106,Drake → Ty Dolla $ign → The Neptunes,2
The Neptunes,Brent Faiyaz,6731106,The Neptunes → Drake → Brent Faiyaz,2
A Boogie Wit da Hoodie,Lil Uzi Vert,6725748,A Boogie Wit da Hoodie → Juice WRLD → Lil Uzi Vert,2
MC K.K,Dj TG Beats,6713237,MC K.K → Dj Aurélio → Dj TG Beats,2
MC K.K,Dj Aurélio,6713237,MC K.K → Dj TG Beats → Dj Aurélio,2
MC K.K,MC Lipivox,6713237,MC K.K → Dj TG Beats → MC Lipivox,2
Dj TG Beats,Dj Aurélio,6713237,Dj TG Beats → MC K.K → Dj Aurélio,2
Dj TG Beats,MC Lipivox,6713237,Dj TG Beats → MC K.K → MC Lipivox,2
Dj Aurélio,MC Lipivox,6713237,Dj Aurélio → MC K.K → MC Lipivox,2
Eminem,Snoop Dogg,6667661,Eminem → Nicki Minaj → BTS → Snoop Dogg,3
Lil Wayne,KSI,6643667,Lil Wayne → Rick Ross → KSI,2
21 Savage,Kodak Black,6624824,21 Savage → Travis Scott → Kodak Black,2
Metro Boomin,Kodak Black,6624824,Metro Boomin → 21 Savage → Kodak Black,2
KAROL G,Pop Smoke,6620040,KAROL G → Bad Bunny → Dua Lipa → Pop Smoke,3
Shirin David,GIMS,6568819,,-1
CORPSE,Night Lovell,6548822,,-1
Lil Baby,Lil Uzi Vert,6540577,Lil Baby → Future → Lil Uzi Vert,2
Juicy J,Katy Perry,6518133,Juicy J → Marshmello → Alesso → Katy Perry,3
Travis Scott,Ty Dolla $ign,6513207,Travis Scott → Post Malone → Ty Dolla $ign,2
Migos,Ty Dolla $ign,6513207,Migos → Post Malone → Ty Dolla $ign,2
Ty Dolla $ign,Big Sean,6513207,Ty Dolla $ign → Post Malone → Big Sean,2
Taylor Swift,Colbie Caillat,6508683,,-1
mgk,Lil Wayne,6506771,mgk → Bebe Rexha → Lil Wayne,2
Selena Gomez,6LACK,6483001,Selena Gomez → Marshmello → Khalid → 6LACK,3
Ariana Grande,Missy Elliott,6455372,Ariana Grande → Calvin Harris → Dua Lipa → Missy Elliott,3
XXXTENTACION,Matt OX,6443057,,-1
Selena Gomez,Myke Towers,6426522,Selena Gomez → Ozuna → Myke Towers,2
Anuel AA,Meek Mill,6416037,Anuel AA → Fabolous → Meek Mill,2
Anuel AA,Fabolous,6416037,Anuel AA → Meek Mill → Fabolous,2
Meek Mill,Fabolous,6416037,Meek Mill → Anuel AA → Fabolous,2
Ariana Grande,Kid Cudi,6403701,Ariana Grande → Cashmere Cat → Selena Gomez → Kid Cudi,3
Jack Harlow,Pooh Shiesty,6397644,Jack Harlow → Drake → Lil Durk → Pooh Shiesty,3
Feid,Morat,6387829,Feid → Quevedo → Duki → Morat,3
Kygo,Zoe Wees,6362152,,-1
Luciano,Kalazh44,6327655,Luciano → Capital Bra → Kalazh44,2
Luciano,Nimo,6327655,Luciano → Capital Bra → Nimo,2
Capital Bra,Kalazh44,6327655,Capital Bra → Luciano → Kalazh44,2
Capital Bra,Nimo,6327655,Capital Bra → Luciano → Nimo,2
Samra,Kalazh44,6327655,Samra → Luciano → Kalazh44,2
Samra,Nimo,6327655,Samra → Luciano → Nimo,2
Kalazh44,Nimo,6327655,Kalazh44 → Luciano → Nimo,2
mgk,Kellin Quinn,6325080,,-1
A$AP Rocky,$NOT,6311640,,-1
Tiësto,Charli XCX,6299914,Tiësto → Rita Ora → Charli XCX,2
Polo G,Rod Wave,6292362,Polo G → Lil Baby → Rod Wave,2
Stormzy,Little Mix,6241386,Stormzy → Ed Sheeran → Camila Cabello → mgk → Little Mix,4
BTS,Zara Larsson,6233222,BTS → Nicki Minaj → Tyga → Zara Larsson,3
Lil Uzi Vert,Syd,6224412,,-1
Loredana,Rymez,6224166,,-1
Eminem,PHresher,6216207,,-1
Zé Felipe,Dj Guuga,6194305,Zé Felipe → Wesley Safadão → Dj Guuga,2
Wesley Safadão,Dj Guuga,6194305,Wesley Safadão → Zé Felipe → Dj Guuga,2
Lil Baby,Nardo Wick,6184336,Lil Baby → Lil Durk → Nardo Wick,2
Tanishk Bagchi,Yohani,6177604,Tanishk Bagchi → Jubin Nautiyal → Yohani,2
Tanishk Bagchi,Rashmi Virag,6177604,Tanishk Bagchi → Jubin Nautiyal → Rashmi Virag,2
Tanishk Bagchi,Surya Ragunaathan,6177604,Tanishk Bagchi → Jubin Nautiyal → Surya Ragunaathan,2
Jubin Nautiyal,Yohani,6177604,Jubin Nautiyal → Tanishk Bagchi → Yohani,2
Jubin Nautiyal,Rashmi Virag,6177604,Jubin Nautiyal → Tanishk Bagchi → Rashmi Virag,2
Jubin Nautiyal,Surya Ragunaathan,6177604,Jubin Nautiyal → Tanishk Bagchi → Surya Ragunaathan,2
Yohani,Rashmi Virag,6177604,Yohani → Tanishk Bagchi → Rashmi Virag,2
Yohani,Surya Ragunaathan,6177604,Yohani → Tanishk Bagchi → Surya Ragunaathan,2
Rashmi Virag,Surya Ragunaathan,6177604,Rashmi Virag → Tanishk Bagchi → Surya Ragunaathan,2
Logic,Young Sinatra,6176786,,-1
Polo G,KSI,6155698,Polo G → YUNGBLUD → KSI,2
Polo G,YUNGBLUD,6155698,Polo G → Marshmello → YUNGBLUD,2
YUNGBLUD,KSI,6155698,YUNGBLUD → Polo G → KSI,2
Christian Nodal,Ángela Aguilar,6152821,,-1
Zendaya,Dominic Fike,6146335,Zendaya → Labrinth → Eminem → Juice WRLD → Justin Bieber → Dominic Fike,5
Justin Bieber,TroyBoi,6146177,,-1
RIN,Bausa,6134821,RIN → Ufo361 → Capital Bra → Juju → Bausa,4
Young Thug,6ix9ine,6122294,Young Thug → A Boogie Wit da Hoodie → 6ix9ine,2
Young Thug,Tory Lanez,6122294,Young Thug → DaBaby → Tory Lanez,2
Future,Pop Smoke,6102253,Future → 21 Savage → Pop Smoke,2
Future,Quavo,6102253,Future → Justin Bieber → Quavo,2
A$AP Rocky,T.I.,6099486,A$AP Rocky → Kid Cudi → T.I.,2
A$AP Rocky,Kid Cudi,6099486,A$AP Rocky → Skepta → Kid Cudi,2
Kid Cudi,Moby,6099486,Kid Cudi → A$AP Rocky → Moby,2
Kid Cudi,T.I.,6099486,Kid Cudi → A$AP Rocky → T.I.,2
Moby,T.I.,6099486,Moby → A$AP Rocky → T.I.,2
Justin Bieber,21 Savage,6083338,Justin Bieber → Post Malone → 21 Savage,2
Lil Pump,Lil Wayne,6083295,Lil Pump → Swae Lee → Lil Wayne,2
Bizarrap,Morad,6072044,,-1
L7NNON,Pineapple StormTv,6061819,L7NNON → Luísa Sonza → Pineapple StormTv,2
L7NNON,Chris MC,6061819,L7NNON → Luísa Sonza → Chris MC,2
L7NNON,Salve Malak,6061819,L7NNON → Luísa Sonza → Salve Malak,2
L7NNON,Tz da Coronel,6061819,L7NNON → Luísa Sonza → Tz da Coronel,2
L7NNON,MC Cabelinho,6061819,L7NNON → Luísa Sonza → MC Cabelinho,2
L7NNON,Chefin,6061819,L7NNON → Luísa Sonza → Chefin,2
L7NNON,Luísa Sonza,6061819,L7NNON → Pineapple StormTv → Luísa Sonza,2
L7NNON,Oruam,6061819,L7NNON → Luísa Sonza → Oruam,2
L7NNON,Xamã,6061819,L7NNON → Luísa Sonza → Xamã,2
L7NNON,N.I.N.A,6061819,L7NNON → Luísa Sonza → N.I.N.A,2
Luísa Sonza,Pineapple StormTv,6061819,Luísa Sonza → L7NNON → Pineapple StormTv,2
Luísa Sonza,Chris MC,6061819,Luísa Sonza → L7NNON → Chris MC,2
Luísa Sonza,Salve Malak,6061819,Luísa Sonza → L7NNON → Salve Malak,2
Luísa Sonza,Tz da Coronel,6061819,Luísa Sonza → L7NNON → Tz da Coronel,2
Luísa Sonza,MC Cabelinho,6061819,Luísa Sonza → L7NNON → MC Cabelinho,2
Luísa Sonza,Chefin,6061819,Luísa Sonza → L7NNON → Chefin,2
Luísa Sonza,Oruam,6061819,Luísa Sonza → L7NNON → Oruam,2
Luísa Sonza,Xamã,6061819,Luísa Sonza → L7NNON → Xamã,2
Luísa Sonza,N.I.N.A,6061819,Luísa Sonza → L7NNON → N.I.N.A,2
Xamã,Pineapple StormTv,6061819,Xamã → L7NNON → Pineapple StormTv,2
Xamã,Chris MC,6061819,Xamã → L7NNON → Chris MC,2
Xamã,Salve Malak,6061819,Xamã → L7NNON → Salve Malak,2
Xamã,Tz da Coronel,6061819,Xamã → L7NNON → Tz da Coronel,2
Xamã,MC Cabelinho,6061819,Xamã → L7NNON → MC Cabelinho,2
Xamã,Chefin,6061819,Xamã → L7NNON → Chefin,2
Xamã,Oruam,6061819,Xamã → L7NNON → Oruam,2
Xamã,N.I.N.A,6061819,Xamã → L7NNON → N.I.N.A,2
Chefin,Pineapple StormTv,6061819,Chefin → L7NNON → Pineapple StormTv,2
Chefin,Chris MC,6061819,Chefin → L7NNON → Chris MC,2
Chefin,Salve Malak,6061819,Chefin → L7NNON → Salve Malak,2
Chefin,Tz da Coronel,6061819,Chefin → L7NNON → Tz da Coronel,2
Chefin,MC Cabelinho,6061819,Chefin → L7NNON → MC Cabelinho,2
Chefin,Oruam,6061819,Chefin → L7NNON → Oruam,2
Chefin,N.I.N.A,6061819,Chefin → L7NNON → N.I.N.A,2
Pineapple StormTv,Chris MC,6061819,Pineapple StormTv → L7NNON → Chris MC,2
Pineapple StormTv,Salve Malak,6061819,Pineapple StormTv → L7NNON → Salve Malak,2
Pineapple StormTv,Tz da Coronel,6061819,Pineapple StormTv → L7NNON → Tz da Coronel,2
Pineapple StormTv,MC Cabelinho,6061819,Pineapple StormTv → L7NNON → MC Cabelinho,2
Pineapple StormTv,Oruam,6061819,Pineapple StormTv → L7NNON → Oruam,2
Pineapple StormTv,N.I.N.A,6061819,Pineapple StormTv → L7NNON → N.I.N.A,2
Chris MC,Salve Malak,6061819,Chris MC → L7NNON → Salve Malak,2
Chris MC,Tz da Coronel,6061819,Chris MC → L7NNON → Tz da Coronel,2
Chris MC,MC Cabelinho,6061819,Chris MC → L7NNON → MC Cabelinho,2
Chris MC,Oruam,6061819,Chris MC → L7NNON → Oruam,2
Chris MC,N.I.N.A,6061819,Chris MC → L7NNON → N.I.N.A,2
Salve Malak,Tz da Coronel,6061819,Salve Malak → L7NNON → Tz da Coronel,2
Salve Malak,MC Cabelinho,6061819,Salve Malak → L7NNON → MC Cabelinho,2
Salve Malak,Oruam,6061819,Salve Malak → L7NNON → Oruam,2
Salve Malak,N.I.N.A,6061819,Salve Malak → L7NNON → N.I.N.A,2
Tz da Coronel,MC Cabelinho,6061819,Tz da Coronel → L7NNON → MC Cabelinho,2
Tz da Coronel,Oruam,6061819,Tz da Coronel → L7NNON → Oruam,2
Tz da Coronel,N.I.N.A,6061819,Tz da Coronel → L7NNON → N.I.N.A,2
MC Cabelinho,Oruam,6061819,MC Cabelinho → L7NNON → Oruam,2
MC Cabelinho,N.I.N.A,6061819,MC Cabelinho → L7NNON → N.I.N.A,2
Oruam,N.I.N.A,6061819,Oruam → L7NNON → N.I.N.A,2
DaBaby,Migos,6058728,DaBaby → Post Malone → Migos,2
Future,YoungBoy Never Broke Again,6057848,Future → Juice WRLD → YoungBoy Never Broke Again,2
Dedublüman,Mavzer Tabancas,6054112,,-1
Bushido,Animus,6053873,,-1
Thomas Gold,Jillian Edwards,6043095,,-1
Mac Miller,The Temper Trap,6041708,,-1
TOMORROW X TOGETHER,Seori,6040553,,-1
Tyler,DAISY WORLD,6034281,Tyler → The Creator → DAISY WORLD,2
The Creator,DAISY WORLD,6034281,The Creator → Tyler → DAISY WORLD,2
DaBaby,YoungBoy Never Broke Again,6033348,DaBaby → Future → YoungBoy Never Broke Again,2
21 Savage,King Von,6011159,,-1
Future,Ufo361,6010373,Future → J Balvin → BIA → Luciano → Ufo361,4
Shiva,Eiffel 65,5995116,,-1
Ninho,Niska,5971496,,-1
Eminem,Kehlani,5959793,Eminem → Juice WRLD → Justin Bieber → Kehlani,3
Rick Ross,Meek Mill,5949449,Rick Ross → Drake → Meek Mill,2
Meek Mill,JAY-Z,5949449,Meek Mill → Drake → JAY-Z,2
Apache 207,Bausa,5936752,,-1
Becky G,j-hope,5933462,Becky G → Bad Bunny → Drake → J. Cole → j-hope,4
Tyga,Pop Smoke,5931242,Tyga → Chris Brown → Pop Smoke,2
The Weeknd,Nas,5924965,The Weeknd → Belly → Nas,2
Nas,Belly,5924965,Nas → The Weeknd → Belly,2
Ufo361,Data Luv,5924386,,-1
Anitta,MC Kevinho,5915768,,-1
Naps,Alonzo,5892932,Naps → Ninho → Alonzo,2
Naps,Ninho,5892932,Naps → Alonzo → Ninho,2
Alonzo,Ninho,5892932,Alonzo → Naps → Ninho,2
Taylor Swift,Keith Urban,5889939,,-1
Loredana,Zuna,5878493,Loredana → SRNO → Zuna,2
Loredana,SRNO,5878493,Loredana → Zuna → SRNO,2
Zuna,SRNO,5878493,Zuna → Loredana → SRNO,2
Taylor Swift,Big Red Machine,5876058,,-1
Ariana Grande,2 Chainz,5870185,Ariana Grande → Young Thug → 2 Chainz,2
Kim Petras,Kygo,5867930,Kim Petras → Sam Smith → Calvin Harris → Ellie Goulding → Kygo,4
Samra,Kontra K,5867111,,-1
Capital Bra,Bozza,5827600,,-1
Rick Ross,Pop Smoke,5822266,Rick Ross → Lil Baby → Pop Smoke,2
Rick Ross,The-Dream,5822266,Rick Ross → Pop Smoke → The-Dream,2
Pop Smoke,The-Dream,5822266,Pop Smoke → Rick Ross → The-Dream,2
thasup,Lazza,5819231,thasup → Sfera Ebbasta → Lazza,2
Lazza,Sfera Ebbasta,5819231,Lazza → thasup → Sfera Ebbasta,2
Lil Tjay,Kay Flock,5796357,Lil Tjay → Fivio Foreign → Kay Flock,2
Fivio Foreign,Kay Flock,5796357,Fivio Foreign → Lil Tjay → Kay Flock,2
